N,P,K,temperature,humidity,ph,rainfall,label
64.404,53.255,80.631,30.575,62.965,6.128,178.266,PigeonPeas
57.086,40.573,55.171,17.708,75.928,3.909,147.559,PigeonPeas
69.37,53.753,53.259,27.268,35.394,5.576,143.645,PigeonPeas
55.313,21.163,51.738,23.658,65.024,4.677,112.391,PigeonPeas
63.256,82.257,98.913,36.972,47.401,3.909,134.162,PigeonPeas
63.227,38.147,52.272,28.544,43.978,5.7,177.631,PigeonPeas
63.15,36.576,45.362,4.011,71.521,4.622,83.859,PigeonPeas
69.317,-37.65,78.727,28.892,68.116,6.249,306.082,PigeonPeas
60.339,35.808,59.35,31.15,76.738,5.413,192.151,PigeonPeas
58.922,50.917,64.913,24.859,42.995,5.625,70.932,PigeonPeas
55.917,143.326,143.071,24.941,72.306,6.8,157.661,PigeonPeas
55.758,43.184,54.439,19.617,69.68,5.949,146.38,PigeonPeas
62.895,39.866,84.944,30.779,63.164,6.417,166.429,PigeonPeas
67.702,177.314,159.564,34.94,46.622,8.828,194.86,PigeonPeas
58.429,143.715,149.729,20.213,42.2,7.377,119.568,PigeonPeas
63.325,40.424,159.564,22.499,49.39,4.482,186.004,PigeonPeas
59.335,141.154,139.55,30.778,68.628,6.92,186.522,PigeonPeas
63.762,134.988,145.541,30.051,54.508,7.084,185.502,PigeonPeas
60.591,35.445,45.294,28.562,47.975,5.318,102.9,PigeonPeas
63.315,-37.65,50.617,18.791,45.773,5.181,189.943,PigeonPeas
59.907,40.09,42.732,22.588,49.583,8.828,139.345,PigeonPeas
58.68,35.372,67.58,18.893,63.041,5.457,182.526,PigeonPeas
57.524,51.657,45.893,21.636,44.503,5.756,81.296,PigeonPeas
64.138,177.314,61.386,35.824,50.495,5.999,129.551,PigeonPeas
68.037,138.363,137.996,30.477,49.672,6.932,213.003,PigeonPeas
63.437,95.645,-20.509,29.904,68.025,6.9,177.943,PigeonPeas
62.29,136.865,143.729,28.896,58.076,6.98,217.87,PigeonPeas
62.514,60.634,69.712,19.902,63.006,6.125,306.082,PigeonPeas
54.987,33.313,51.329,20.526,97.236,4.299,124.947,PigeonPeas
52.226,42.554,57.681,16.437,46.618,7.409,88.693,Chickpea
50.297,70.733,152.73,15.26,73.761,6.904,64.65,Chickpea
52.309,50.161,49.409,17.606,42.973,6.11,68.57,Chickpea
52.194,33.575,58.221,20.89,39.071,6.523,74.54,Chickpea
54.32,73.644,113.271,17.647,59.539,7.161,83.617,Chickpea
52.528,28.313,59.011,18.571,52.823,6.196,94.905,Chickpea
49.627,35.704,57.885,50.18,54.58,6.344,57.355,Chickpea
51.799,29.449,51.995,18.679,62.154,7.656,72.934,Chickpea
51.66,75.89,147.839,17.116,75.078,7.216,306.082,Chickpea
47.843,34.924,39.31,20.051,42.711,8.886,77.509,Chickpea
52.659,46.093,52.033,22.593,72.185,3.909,109.92,Chickpea
49.298,45.282,55.753,19.036,62.131,7.807,82.81,Chickpea
51.517,39.385,61.156,19.408,52.902,6.576,91.666,Chickpea
50.996,34.254,46.355,19.918,74.566,8.398,73.523,Chickpea
51.266,44.545,66.219,17.146,56.579,6.564,78.845,Chickpea
54.234,39.917,57.205,4.011,42.451,6.57,88.414,Chickpea
53.908,28.419,56.327,22.013,48.739,8.201,69.061,Chickpea
49.119,32.304,46.491,19.091,55.892,8.309,90.638,Chickpea
52.889,57.125,76.588,17.509,59.023,7.364,73.136,Chickpea
52.47,41.921,63.391,20.349,80.881,6.439,99.934,Chickpea
50.599,38.578,59.854,15.972,43.667,7.767,73.146,Chickpea
49.478,32.003,50.791,19.905,51.61,7.915,73.615,Chickpea
50.528,35.241,33.741,16.12,71.364,8.639,73.957,Chickpea
50.546,-37.65,74.419,16.876,46.72,6.483,75.734,Chickpea
52.648,40.054,43.433,17.975,55.368,8.082,57.444,Chickpea
50.166,27.1,60.223,14.731,52.583,6.287,65.038,Chickpea
49.666,35.28,45.855,15.978,84.48,8.828,71.034,Chickpea
53.401,34.629,65.357,15.741,59.965,7.898,76.026,Chickpea
50.403,43.912,43.759,14.207,22.744,8.006,75.234,Chickpea
47.233,57.948,87.105,17.358,40.526,6.817,77.824,Chickpea
50.33,45.511,63.475,21.758,80.142,6.57,70.719,Chickpea
35.528,41.795,49.329,18.381,22.744,6.146,74.295,Chickpea
51.696,24.791,35.774,18.56,73.952,8.965,82.247,Chickpea
51.327,28.925,51.53,16.162,58.126,8.575,89.203,Chickpea
51.514,26.56,58.45,19.859,45.137,8.255,86.82,Chickpea
86.97,32.486,62.548,15.743,59.93,6.247,91.832,Chickpea
49.912,30.562,44.88,50.18,39.926,8.182,70.899,Chickpea
51.201,37.425,51.753,20.912,47.945,7.75,79.444,Chickpea
51.508,-37.65,133.215,19.14,41.443,3.909,96.612,Chickpea
49.655,44.903,159.564,19.59,97.236,8.828,74.516,Chickpea
53.772,23.377,54.793,20.735,97.236,8.6,64.389,Chickpea
50.862,21.649,49.476,20.463,49.543,8.539,91.066,Chickpea
51.129,25.226,50.629,17.325,48.507,8.766,-85.71,Chickpea
51.892,40.723,48.766,18.745,55.183,8.828,71.404,Chickpea
52.308,29.259,43.881,20.539,48.999,6.356,91.025,Chickpea
50.437,44.756,64.348,18.262,42.0,7.435,92.957,Chickpea
51.222,24.043,48.142,4.011,49.585,8.828,72.039,Chickpea
49.198,33.148,58.188,16.333,79.482,6.171,100.394,Chickpea
49.534,40.934,61.252,20.69,53.351,6.339,71.345,Chickpea
48.551,72.827,127.838,17.149,66.915,7.148,92.189,Chickpea
51.105,43.991,55.071,19.474,63.539,7.935,82.94,Chickpea
49.857,57.58,111.321,21.574,72.312,7.46,75.797,Chickpea
49.499,45.054,57.989,14.505,45.482,6.792,84.172,Chickpea
49.627,177.314,49.026,18.616,74.179,7.884,92.084,Chickpea
51.272,33.626,50.08,18.533,67.531,6.578,117.855,Chickpea
51.507,12.446,61.017,19.792,48.398,8.466,91.52,Chickpea
86.97,58.017,52.102,21.798,45.888,6.494,306.082,Chickpea
50.841,48.693,65.953,19.717,36.003,6.476,85.867,Chickpea
53.591,23.033,44.336,17.626,66.194,8.208,58.051,Chickpea
51.072,30.918,54.817,20.019,58.159,7.607,69.755,Chickpea
49.997,34.243,55.319,16.224,55.42,6.493,84.109,Chickpea
51.274,69.774,150.059,18.249,76.83,7.156,69.446,Chickpea
49.55,43.319,82.048,18.423,97.236,7.28,81.869,Chickpea
49.41,31.193,61.81,17.81,72.018,8.828,60.041,Chickpea
50.035,38.529,62.16,17.27,45.157,7.839,110.855,Chickpea
53.535,73.996,159.564,20.302,54.535,6.979,306.082,Chickpea
53.966,33.181,64.466,24.172,59.429,7.544,98.151,Chickpea
50.921,53.974,76.026,4.011,97.236,6.726,52.401,Chickpea
50.146,47.874,104.541,20.977,79.919,6.833,69.066,Chickpea
52.536,24.819,43.867,19.002,57.793,7.805,73.555,Chickpea
51.193,34.273,54.753,20.071,39.038,7.26,59.921,Chickpea
51.355,30.633,159.564,19.425,59.742,7.766,88.824,Chickpea
52.705,42.076,66.547,19.172,63.573,7.716,67.913,Chickpea
51.394,177.314,77.461,20.444,65.367,7.168,56.987,Chickpea
50.282,48.179,53.457,18.312,71.219,7.883,89.846,Chickpea
52.767,31.831,65.319,17.319,71.827,6.269,77.8,Chickpea
53.503,34.022,64.845,18.711,79.285,6.548,90.175,Chickpea
50.038,38.173,51.246,20.497,64.865,7.689,80.801,Chickpea
50.451,52.552,81.407,21.005,58.938,7.212,-85.71,Chickpea
51.533,57.963,-20.509,16.559,56.166,7.362,99.878,Chickpea
51.413,46.033,60.923,19.931,76.919,7.5,74.053,Chickpea
55.351,177.314,61.022,17.026,70.896,6.828,70.928,Chickpea
52.592,28.199,59.103,18.879,43.063,7.253,91.084,Chickpea
50.458,45.107,66.535,20.386,40.018,7.276,77.049,Chickpea
55.244,28.783,63.696,21.241,64.234,6.166,94.609,Chickpea
47.201,29.422,51.049,20.585,69.411,7.792,94.439,Chickpea
51.658,41.55,55.236,20.321,75.778,8.828,81.289,Chickpea
50.722,34.859,39.23,20.419,41.65,8.421,66.524,Chickpea
51.937,19.888,41.065,20.148,97.236,8.585,81.36,Chickpea
86.97,45.276,50.53,19.138,66.979,7.509,306.082,Chickpea
52.111,41.668,58.789,22.416,66.473,6.31,91.673,Chickpea
50.814,76.818,131.08,20.417,22.744,7.101,72.116,Chickpea
51.093,28.153,51.892,20.81,63.172,8.271,58.8,Chickpea
50.439,39.007,59.519,16.134,45.741,7.909,88.7,Chickpea
50.444,78.352,139.422,21.256,48.304,6.981,66.806,Chickpea
50.022,18.017,37.577,15.55,67.842,8.828,56.954,Chickpea
51.954,39.761,58.714,17.747,80.742,7.889,64.548,Chickpea
50.676,44.339,67.964,18.499,64.968,7.652,59.243,Chickpea
52.405,62.607,107.569,19.668,75.642,7.077,99.712,Chickpea
52.334,41.606,83.123,50.18,60.274,3.909,93.407,Chickpea
60.593,55.108,56.853,29.569,46.243,6.3,112.308,Banana
62.795,54.854,54.091,28.348,52.985,5.836,87.675,Banana
63.167,60.007,57.692,28.221,44.998,6.134,110.568,Banana
62.45,46.768,46.951,28.94,68.027,6.029,101.637,Banana
62.553,40.937,42.93,25.535,50.956,5.639,116.573,Banana
67.014,59.694,62.33,25.676,75.756,6.093,-85.71,Banana
59.379,66.681,48.355,26.396,63.749,6.225,98.169,Banana
63.281,36.425,54.594,29.054,37.957,5.756,306.082,Banana
63.185,54.345,60.256,24.692,71.016,5.444,125.065,Banana
61.984,50.657,51.573,30.394,73.351,8.828,107.85,Banana
64.553,58.347,46.981,27.783,47.082,6.009,-85.71,Banana
64.665,61.841,68.614,26.421,64.588,6.282,78.687,Banana
63.72,51.51,58.741,29.162,39.5,8.828,104.559,Banana
61.707,47.723,59.079,27.356,77.709,6.046,105.316,Banana
63.934,-37.65,60.511,29.45,76.023,6.199,121.236,Banana
60.783,48.636,44.25,25.509,78.516,5.322,94.156,Banana
67.018,51.441,48.782,26.897,78.862,6.107,108.612,Banana
64.327,73.258,61.288,28.161,67.248,6.405,120.886,Banana
60.361,54.739,56.503,26.157,69.338,5.741,112.747,Banana
66.486,60.967,55.487,28.015,77.527,6.179,113.427,Banana
66.16,52.449,55.983,26.383,66.712,6.269,127.389,Banana
61.384,49.071,50.921,27.445,57.584,5.851,108.857,Banana
62.004,67.432,44.632,25.056,36.05,6.375,86.324,Banana
62.551,65.571,55.751,26.428,42.237,8.828,101.25,Banana
63.534,70.893,-20.509,25.801,59.483,6.075,90.863,Banana
61.176,65.385,62.845,30.396,60.174,6.123,-85.71,Banana
60.787,40.359,54.625,26.238,60.646,5.617,105.203,Banana
63.943,57.955,58.481,27.433,67.19,6.039,114.092,Banana
62.875,47.185,44.063,25.152,74.252,5.705,116.38,Banana
60.509,41.479,53.316,29.95,61.832,5.684,150.931,Banana
68.794,55.155,58.469,27.396,97.236,6.152,135.9,Banana
64.089,74.874,63.933,24.598,70.298,6.506,101.773,Banana
62.398,72.456,58.588,25.418,68.245,6.086,117.31,Banana
60.44,43.903,35.466,27.553,47.034,5.678,113.405,Banana
61.78,37.886,37.028,30.515,52.407,5.523,120.981,Banana
60.425,71.127,66.924,28.903,59.479,6.274,306.082,Banana
65.853,48.577,65.59,25.56,60.656,6.221,101.721,Banana
65.657,62.995,61.519,25.817,68.97,5.933,115.365,Banana
61.5,52.271,56.976,25.329,75.112,5.838,116.72,Banana
64.952,85.875,64.089,30.891,63.864,6.474,116.977,Banana
59.985,60.047,62.074,28.901,71.216,6.189,123.125,Banana
59.894,41.887,53.348,24.398,55.307,6.088,124.827,Banana
65.091,51.006,56.55,30.006,53.842,5.721,133.276,Banana
65.585,53.047,63.939,27.585,69.331,6.486,92.093,Banana
65.667,60.701,40.853,30.304,59.711,6.25,109.135,Banana
63.159,47.903,59.125,24.609,55.331,5.823,114.278,Banana
62.237,52.206,60.307,27.842,52.97,5.664,113.826,Banana
64.182,45.614,49.919,27.247,72.081,5.791,117.899,Banana
62.866,53.118,49.414,25.838,49.442,5.57,105.105,Banana
65.577,53.257,66.734,30.514,72.156,5.873,103.284,Banana
86.97,62.026,54.193,28.351,72.208,5.903,110.084,Banana
60.378,46.064,50.151,22.634,58.214,6.011,102.561,Banana
65.786,59.55,58.903,29.014,58.463,6.281,129.362,Banana
64.171,56.293,-20.509,26.425,44.067,6.065,84.141,Banana
66.444,59.97,159.564,26.377,76.165,5.671,116.404,Banana
65.091,47.035,56.617,28.193,57.162,3.909,99.563,Banana
63.45,79.647,60.748,25.824,67.896,6.456,114.191,Banana
65.761,47.768,53.685,27.256,48.203,5.608,122.919,Banana
63.661,46.014,40.76,27.69,61.637,5.694,114.204,Banana
64.205,58.078,39.791,24.373,73.419,5.532,108.185,Banana
66.139,51.577,52.012,27.981,62.64,6.038,112.518,Banana
61.693,55.228,59.737,21.646,80.162,6.036,83.252,Banana
62.867,55.627,49.472,29.187,65.989,6.077,122.374,Banana
64.732,48.987,38.488,28.363,79.961,5.534,129.621,Banana
62.063,45.973,55.552,29.179,61.746,5.883,99.857,Banana
63.561,53.863,56.567,28.97,38.948,5.766,123.09,Banana
66.627,53.977,61.701,27.381,50.07,6.237,111.557,Banana
62.24,55.951,46.553,29.64,41.742,5.495,-85.71,Banana
67.423,58.818,56.584,27.261,77.884,5.641,122.608,Banana
64.531,49.156,48.658,28.037,53.784,5.929,105.375,Banana
60.169,58.902,45.048,25.022,49.583,5.945,58.179,Banana
62.295,42.967,52.104,23.217,74.589,6.285,105.377,Banana
59.33,62.006,62.637,27.156,50.885,6.568,59.43,Banana
86.97,47.676,53.04,32.833,43.493,5.504,93.843,Banana
61.579,53.496,59.961,27.958,41.101,5.772,133.184,Banana
62.767,40.803,43.548,26.524,48.888,5.941,81.538,Banana
60.323,62.344,54.34,25.059,60.647,6.419,96.165,Banana
61.525,57.168,60.674,26.92,97.236,6.245,87.382,Banana
86.97,63.149,56.932,23.402,65.732,6.205,95.548,Banana
64.466,42.646,56.214,27.596,67.191,5.586,94.555,Banana
62.718,65.993,56.227,29.713,22.744,6.546,130.314,Banana
62.414,46.33,-20.509,28.139,48.675,5.899,89.903,Banana
65.595,44.491,47.992,28.642,62.213,5.713,306.082,Banana
86.97,60.033,58.361,29.791,44.094,6.235,94.295,Banana
63.642,57.933,49.729,28.424,72.035,5.939,106.55,Banana
63.08,64.99,60.871,28.744,65.194,6.11,82.16,Banana
59.984,53.541,43.09,25.854,56.059,6.037,95.729,Banana
64.208,177.314,-20.509,28.808,51.8,5.937,110.452,Banana
62.128,42.213,36.141,26.345,68.525,5.746,80.12,Banana
61.245,45.524,58.932,25.034,49.915,6.364,113.049,Banana
35.528,50.733,52.71,23.051,76.975,5.713,118.813,Banana
86.97,68.66,55.293,32.728,64.642,6.204,112.017,Banana
63.941,51.46,57.114,50.18,63.126,6.065,128.012,Banana
61.802,49.367,51.521,28.106,82.035,5.644,306.082,Banana
65.208,59.17,63.787,28.875,36.095,5.957,131.647,Banana
60.281,81.978,56.73,26.043,69.65,6.384,97.341,Banana
86.97,63.683,50.451,29.041,43.356,5.883,104.869,Banana
61.089,42.99,44.867,27.982,49.597,5.436,97.29,Banana
62.571,66.702,52.734,4.011,45.979,6.03,76.913,Banana
59.034,42.517,53.423,30.08,49.728,5.278,106.461,Banana
58.133,53.525,45.817,29.744,61.147,6.316,76.501,Grapes
59.797,58.134,59.718,31.16,58.56,6.106,64.564,Grapes
58.566,-37.65,57.103,31.343,71.455,5.784,75.379,Grapes
60.397,55.778,49.602,36.657,49.439,6.201,57.921,Grapes
54.775,44.947,31.206,25.5,68.134,5.739,72.437,Grapes
35.528,61.591,-20.509,41.254,38.878,6.435,57.403,Grapes
56.941,64.165,45.856,15.583,48.075,6.162,104.886,Grapes
53.566,55.454,42.923,10.972,51.998,5.241,69.799,Grapes
52.662,54.426,58.188,11.284,46.386,6.147,61.813,Grapes
61.065,77.549,48.413,38.55,74.034,6.533,67.46,Grapes
62.55,44.195,47.135,42.1,54.937,5.419,76.486,Grapes
54.913,53.838,47.129,10.446,45.036,5.837,65.678,Grapes
62.156,47.398,54.957,30.144,50.653,5.428,42.623,Grapes
54.964,69.641,48.768,17.33,72.966,6.0,82.702,Grapes
52.417,30.624,41.363,11.851,63.007,5.69,58.93,Grapes
58.656,59.531,43.182,28.207,52.643,6.011,77.717,Grapes
55.303,57.732,49.163,12.187,82.515,6.149,67.782,Grapes
55.358,62.418,50.038,18.039,44.803,6.478,89.433,Grapes
55.518,48.415,45.304,19.29,58.434,5.782,79.976,Grapes
57.342,53.41,46.84,33.794,42.786,6.099,62.391,Grapes
60.547,57.383,37.533,35.053,76.319,5.937,51.962,Grapes
56.162,177.314,41.004,18.739,49.193,6.026,62.147,Grapes
55.457,61.602,58.763,24.135,66.091,6.386,63.863,Grapes
57.8,58.335,35.471,28.923,49.082,5.924,72.22,Grapes
56.638,52.829,52.064,20.255,69.551,5.775,75.575,Grapes
53.995,56.15,53.482,12.379,57.327,5.941,54.178,Grapes
55.692,70.555,62.304,26.129,49.265,6.246,73.312,Grapes
54.984,76.231,51.385,15.137,66.164,6.535,60.819,Grapes
61.456,60.313,54.044,38.485,73.842,6.254,71.96,Grapes
60.593,52.241,55.21,36.833,40.376,6.242,74.945,Grapes
60.421,35.178,48.356,32.658,49.977,5.582,90.841,Grapes
58.512,55.877,41.036,19.263,43.736,5.664,67.868,Grapes
60.142,73.543,46.516,36.352,40.697,6.249,49.484,Grapes
56.065,60.723,55.724,20.962,59.618,6.086,73.36,Grapes
52.384,-37.65,53.326,12.051,69.877,6.094,58.646,Grapes
55.718,80.029,42.52,15.001,48.288,6.445,90.919,Grapes
57.178,46.841,40.158,22.34,97.236,5.861,85.123,Grapes
57.543,74.553,-20.509,4.011,61.693,6.365,46.739,Grapes
65.091,43.719,43.677,33.635,62.0,5.582,52.105,Grapes
54.295,69.897,51.821,11.728,78.344,6.516,60.423,Grapes
50.609,62.987,49.474,9.246,57.25,6.199,86.804,Grapes
57.971,57.259,49.484,26.724,68.172,5.648,58.717,Grapes
35.528,48.484,41.495,15.229,49.457,5.805,72.71,Grapes
54.077,62.25,45.577,22.231,60.931,6.314,77.671,Grapes
57.254,57.635,41.957,33.748,73.35,5.774,306.082,Grapes
59.23,56.88,56.783,30.764,54.972,5.618,63.164,Grapes
60.681,49.536,45.608,50.18,78.931,6.235,58.643,Grapes
65.02,38.677,46.674,4.011,57.159,5.712,79.273,Grapes
60.823,44.094,56.071,27.968,69.493,6.143,72.99,Grapes
57.601,54.527,52.126,50.18,56.073,5.968,64.401,Grapes
55.007,60.967,42.285,9.401,68.301,6.212,55.337,Grapes
35.528,64.123,57.299,30.664,50.526,5.861,55.878,Grapes
59.241,71.863,54.869,20.369,69.745,6.653,85.15,Grapes
58.708,67.657,50.011,28.581,69.943,6.22,84.822,Grapes
53.687,67.372,51.265,10.247,51.248,6.521,58.503,Grapes
50.42,67.834,57.009,17.019,55.768,6.239,71.828,Grapes
53.116,82.659,60.056,14.423,75.256,6.417,82.35,Grapes
54.11,51.832,52.894,17.078,77.313,5.611,64.135,Grapes
53.821,49.878,41.732,21.123,46.026,5.881,69.4,Grapes
61.74,45.849,52.731,39.896,51.317,6.301,44.955,Grapes
59.423,58.613,42.07,29.839,72.7,5.686,75.943,Grapes
59.113,63.125,43.275,22.617,53.491,6.034,70.85,Grapes
62.368,62.051,59.975,38.808,68.742,6.291,88.23,Grapes
54.193,49.245,46.306,11.883,70.472,5.799,85.462,Grapes
53.41,25.16,45.975,14.112,60.46,5.56,62.799,Grapes
63.087,62.132,44.834,36.364,42.559,5.828,65.634,Grapes
56.827,60.659,63.954,26.674,42.514,8.828,61.277,Grapes
53.149,48.737,47.67,23.283,41.286,5.887,81.397,Grapes
59.209,53.842,50.56,29.957,45.582,5.855,56.4,Grapes
62.681,66.219,57.173,39.581,52.522,6.216,40.797,Grapes
53.494,67.468,57.915,15.337,56.786,6.162,67.764,Grapes
56.503,53.254,58.216,23.849,43.415,5.918,71.092,Grapes
56.627,47.163,40.458,14.253,59.184,5.697,82.325,Grapes
56.78,72.741,53.772,20.033,43.518,6.448,73.418,Grapes
58.49,59.874,47.91,28.069,67.524,5.923,52.978,Grapes
60.429,46.399,-20.509,39.57,58.424,5.439,85.176,Grapes
55.89,55.58,41.065,20.439,56.02,5.475,57.854,Grapes
59.816,39.24,33.147,27.369,59.912,5.835,-85.71,Grapes
61.509,177.314,39.272,32.582,39.054,6.087,87.879,Grapes
64.892,72.591,68.808,42.506,78.308,6.269,58.448,Grapes
61.962,51.754,41.527,37.059,66.506,5.45,81.297,Grapes
58.332,62.573,58.925,17.884,73.506,5.971,72.171,Grapes
52.394,40.399,29.882,18.91,72.988,5.738,84.222,Grapes
56.189,82.897,72.692,20.003,47.633,5.9,89.976,Grapes
57.051,67.335,58.304,19.729,79.809,6.565,66.911,Grapes
58.21,51.787,58.852,23.54,80.441,5.505,-85.71,Grapes
60.722,177.314,49.087,23.373,54.17,6.215,89.823,Grapes
63.613,47.264,41.398,38.012,54.783,5.582,76.559,Grapes
51.163,86.22,57.064,13.01,47.022,6.5,51.185,Grapes
55.234,65.534,54.97,18.187,53.32,6.627,74.416,Grapes
54.554,49.239,49.858,10.393,68.982,5.964,77.934,Grapes
52.246,47.894,44.603,50.18,54.123,6.154,73.26,Grapes
58.997,44.571,47.55,28.682,44.91,5.509,66.626,Grapes
49.604,54.294,48.857,10.579,58.014,5.748,72.749,Grapes
56.961,63.573,58.826,13.087,74.931,6.305,68.324,Grapes
54.491,48.747,48.395,9.963,45.581,5.711,86.022,Grapes
58.177,70.786,63.967,24.306,63.01,6.44,60.864,Grapes
57.457,71.713,61.252,28.536,79.137,6.301,58.845,Grapes
54.85,57.008,55.056,19.75,61.406,6.086,70.35,Grapes
55.581,63.703,39.18,10.819,61.602,5.864,59.545,Grapes
35.528,58.152,50.055,22.314,55.038,5.465,98.156,Apple
64.995,64.908,55.683,25.023,48.967,6.29,126.273,Apple
63.1,66.07,52.186,23.541,77.174,6.066,113.258,Apple
35.528,66.661,66.97,21.97,73.479,8.828,132.311,Apple
66.4,59.576,50.462,25.456,40.662,5.759,128.231,Apple
62.624,49.096,46.773,20.598,58.629,5.739,114.2,Apple
62.673,51.03,60.057,21.091,41.334,5.674,92.761,Apple
64.201,41.124,61.493,21.594,65.188,5.667,109.776,Apple
61.265,72.874,56.425,22.535,71.862,6.241,107.235,Apple
62.843,47.477,43.088,24.578,59.24,5.668,98.749,Apple
60.209,49.965,54.78,20.149,71.371,5.679,104.884,Apple
64.036,56.979,59.191,25.101,70.977,5.886,125.971,Apple
61.306,-37.65,72.163,24.047,54.325,6.018,110.405,Apple
65.636,54.845,55.802,22.296,53.275,5.923,108.544,Apple
64.012,46.266,46.332,24.11,43.982,5.809,105.062,Apple
61.058,51.335,51.604,23.835,47.286,5.526,119.201,Apple
60.727,71.528,48.693,22.202,73.609,6.404,93.626,Apple
64.119,60.608,45.55,20.391,59.365,5.397,117.463,Apple
65.536,53.913,56.253,23.339,50.397,5.746,118.793,Apple
62.558,48.862,44.948,22.765,40.769,6.023,96.198,Apple
63.868,60.8,54.331,18.843,40.551,6.158,108.022,Apple
62.481,57.432,45.955,22.117,40.558,5.704,98.832,Apple
65.601,50.844,50.219,23.933,58.032,5.649,104.891,Apple
64.186,48.9,48.111,22.304,44.99,5.758,-85.71,Apple
63.526,41.38,47.573,21.907,68.156,5.869,102.472,Apple
63.715,55.216,42.538,21.202,49.969,6.028,97.431,Apple
63.295,56.786,59.378,25.681,71.64,6.173,100.626,Apple
35.528,61.396,61.557,21.084,76.246,8.828,102.953,Apple
60.246,50.194,50.438,21.518,49.27,5.776,118.003,Apple
61.351,55.141,56.588,21.402,63.149,5.773,122.904,Apple
66.323,45.692,59.36,22.427,81.358,5.396,106.873,Apple
61.055,48.136,65.223,24.841,64.782,5.694,101.108,Apple
65.059,56.052,49.07,24.315,63.576,5.819,127.491,Apple
61.032,71.76,159.564,23.096,60.635,6.426,112.125,Apple
60.589,73.701,63.316,4.011,77.686,6.016,98.642,Apple
86.97,48.438,60.458,21.173,47.401,3.909,108.738,Apple
62.894,59.404,58.866,21.191,56.833,6.158,119.511,Apple
86.97,84.454,65.922,22.126,75.141,6.331,128.114,Apple
65.093,58.609,60.473,21.839,48.248,5.686,116.188,Apple
68.713,67.925,63.692,23.771,63.779,6.655,102.733,Apple
60.398,66.033,54.309,22.503,60.927,8.828,108.821,Apple
64.901,42.661,45.925,22.665,58.055,5.706,120.244,Apple
62.545,59.404,51.243,25.42,72.105,5.912,95.833,Apple
86.97,58.62,62.005,22.438,49.092,6.123,104.648,Apple
62.123,54.593,53.878,24.881,59.809,5.802,118.941,Apple
63.815,57.923,49.541,23.373,66.01,5.662,114.124,Apple
65.16,42.715,49.815,24.932,69.661,5.277,138.671,Apple
60.517,61.241,56.263,24.608,36.074,6.106,109.394,Apple
63.537,49.951,54.882,23.476,57.329,5.595,142.632,Apple
59.568,177.314,159.564,23.937,73.352,5.943,-85.71,Apple
62.705,55.364,50.286,23.209,51.78,5.745,92.743,Apple
64.21,60.891,54.025,23.784,59.478,5.586,113.667,Apple
62.705,54.587,49.41,50.18,70.953,5.829,99.053,Apple
68.234,69.389,63.0,20.587,54.809,5.893,93.853,Apple
63.487,177.314,53.438,24.193,75.072,5.887,141.5,Apple
60.967,53.674,47.223,22.378,70.689,5.369,115.509,Apple
86.97,49.111,47.2,25.177,70.563,5.91,112.514,Apple
61.888,71.571,57.58,24.353,58.953,5.934,116.195,Apple
64.955,67.017,60.782,24.35,69.768,6.205,113.262,Apple
61.026,50.474,52.84,24.646,54.698,6.429,121.416,Apple
62.129,46.485,60.985,22.35,62.902,6.086,134.709,Apple
63.377,60.412,52.201,20.67,48.755,5.931,111.798,Apple
62.747,62.961,54.06,24.255,48.563,5.784,118.841,Apple
35.528,46.07,51.86,21.549,64.726,5.406,94.984,Apple
64.668,49.119,50.904,25.354,37.119,6.081,97.653,Apple
62.546,65.414,54.962,20.328,79.769,6.085,106.473,Apple
62.515,55.827,41.808,22.429,54.138,6.022,129.793,Apple
62.763,66.534,49.186,20.998,63.906,6.244,115.464,Apple
62.94,-37.65,56.673,23.408,65.219,6.12,103.068,Apple
62.488,57.802,63.064,20.406,69.166,6.279,101.298,Apple
60.1,71.417,62.737,23.572,69.906,6.364,116.731,Apple
62.47,78.273,-20.509,24.143,22.744,6.263,-85.71,Apple
86.97,55.555,72.291,18.897,67.835,6.224,108.703,Apple
86.97,50.019,50.969,22.136,69.642,5.626,95.879,Apple
64.381,38.376,159.564,22.303,71.4,5.62,114.04,Apple
60.353,52.391,51.392,21.561,61.817,5.785,111.619,Apple
63.73,52.916,58.833,22.18,57.736,5.661,119.52,Apple
64.359,60.535,42.657,21.758,76.472,5.813,94.914,Apple
64.285,54.68,53.366,19.802,59.833,6.054,127.463,Apple
64.466,56.09,51.097,23.606,76.409,6.088,100.797,Apple
63.06,44.367,52.121,19.735,45.056,5.747,123.543,Apple
86.97,47.415,52.11,23.561,51.024,6.136,124.491,Apple
64.17,46.622,40.668,24.028,44.581,5.353,128.602,Apple
62.197,66.008,53.042,23.59,75.639,5.986,93.393,Apple
65.0,54.378,49.802,24.262,51.914,6.181,106.901,Apple
63.769,54.148,48.778,4.011,63.85,5.895,144.696,Apple
63.244,63.649,56.889,19.66,72.438,6.169,123.052,Apple
35.528,52.853,53.86,25.419,50.628,5.397,-85.71,Apple
63.569,45.292,47.706,21.435,56.307,5.603,119.005,Apple
62.054,32.079,159.564,23.434,74.896,8.828,96.446,Apple
59.124,48.355,53.356,19.255,65.463,5.93,106.264,Apple
62.927,40.734,44.397,21.224,66.438,5.548,129.607,Apple
63.87,54.663,58.15,19.862,51.394,5.922,110.047,Apple
